id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,square_feet,bedrooms,amenities_count,price_log,reviews_log,nights_log,reviews,nights,Predicted_Price,Price_Suggestion_Diff
14723166,Spacious studio in amazing location,59954257,Sara,Manhattan,Gramercy,40.73711,-73.98573,home/apt,250,5,7,05-07-2018,0.2,1,0,848,2,5,5.525452939,2.079441542,1.791759469,7,5,235.09412,-14.90588379
15657915,Beautiful modern room in SoHo,1475812,Ignani,Manhattan,Nolita,40.71995,-73.99461,Private room,140,2,66,31-05-2019,2.05,3,44,68,1,3,4.94875989,4.204692619,1.098612289,66,2,136.23735,-3.762649536
13466842,"3bd apt w/yard in Astoria, 10 mins from Manhattan.",77011788,Dayne,Queens,Long Island City,40.75903,-73.92943,home/apt,255,2,111,06-07-2019,3.18,1,268,886,1,5,5.545177444,4.718498871,1.098612289,111,2,244.73761,-10.26239014
15340649,Huge Beautiful Loft in the Heart of Williamsburg,114590,J.P.,Brooklyn,Williamsburg,40.72049,-73.96027,home/apt,180,3,7,24-06-2019,0.21,1,54,765,1,4,5.198497031,2.079441542,1.386294361,7,3,186.12114,6.121139526
30158357,Room in Bushwick Apartment,50755816,Tali,Brooklyn,Bushwick,40.69631,-73.92944,Private room,37,1,2,18-02-2019,0.34,1,0,287,1,1,3.63758616,1.098612289,0.693147181,2,1,44.48013,7.480129242
4739703,1BR Duplex in Heart of Brooklyn with 2 cats!!!,24468833,Amanda,Brooklyn,Prospect Heights,40.67906,-73.96602,home/apt,175,3,19,09-09-2015,0.34,2,88,759,1,4,5.170483995,2.995732274,1.386294361,19,3,175.38455,0.384552002
36115258,Sunlit Design Loft 2bdroom,271663737,Jesse,Brooklyn,Williamsburg,40.70612,-73.95549,home/apt,99,1,0,,0,1,297,783,1,2,4.605170186,0,0.693147181,0,1,103.87999,4.879989624
10909987,Private Bedroom at Central Park N.,5429885,Ergie,Manhattan,Harlem,40.79929,-73.95199,Private room,100,3,147,02-07-2019,3.55,1,66,259,1,2,4.615120517,4.997212274,1.386294361,147,3,96.99296,-3.007041931
30048135,Garden 1BR in Brooklyn Heights,78251,Leslie,Brooklyn,Brooklyn Heights,40.70099,-73.99532,home/apt,100,31,0,,0,2,310,511,1,1,4.615120517,0,3.465735903,0,31,113.32635,13.32634735
23702317,The Greenland In Harlem NYC,177562935,Virginia,Manhattan,Harlem,40.81304,-73.9456,Private room,105,1,35,30-06-2019,3.04,2,60,259,1,1,4.663439094,3.583518938,0.693147181,35,1,103.36614,-1.633857727
8117213,Luxury Highline living West Chelsea Hudson Yards,722831,Jennifer,Manhattan,Chelsea,40.75165,-74.00074,home/apt,225,29,9,30-12-2018,0.24,1,280,2391,4,3,5.420534999,2.302585093,3.401197382,9,29,215.37102,-9.628982544
34367165,"Stylish, Dog-friendly Williamsburg One-Bedroom",259459612,Egle,Brooklyn,Williamsburg,40.70809,-73.9661,home/apt,240,2,2,19-06-2019,1.4,1,0,912,,3,5.484796933,1.098612289,1.098612289,2,2,199.30504,-40.69496155
19245830,Sunny Spacious Room + Private Bathroom in Bushwick,20507114,Tian,Brooklyn,Bushwick,40.70068,-73.92293,Private room,60,3,8,24-09-2017,0.33,1,0,118,1,1,4.110873864,2.197224577,1.386294361,8,3,56.555824,-3.44417572
6555427,"Inviting,sunny grdn 15 min to Manhattan",24597265,Freda,Queens,Ditmars Steinway,40.77209,-73.91096,Private room,50,6,11,31-05-2019,0.24,8,358,180,1,1,3.931825633,2.48490665,1.945910149,11,6,49.078934,-0.921066284
13098701,NYCHaven4:Entire house minutes from JFK and Casino,47351539,Jason,Queens,South Ozone Park,40.67321,-73.79247,home/apt,195,1,239,21-06-2019,6.31,4,256,823,1,4,5.278114659,5.480638923,0.693147181,239,1,196.5157,1.515701294
33833257,Huge Room In Lovely Apartment. 30 Min To Manhattan,255448841,Andrey,Brooklyn,Bedford-Stuyvesant,40.67994,-73.9135,Private room,60,1,14,02-07-2019,5.25,3,20,228,1,1,4.110873864,2.708050201,0.693147181,14,1,57.572193,-2.427806854
23262857,Central Park - Room for 2 to 4,60281397,Lugao,Manhattan,Upper West Side,40.79701,-73.96933,Private room,93,1,27,09-06-2019,1.69,3,190,189,1,2,4.543294782,3.33220451,0.693147181,27,1,93.7608,0.760803223
30948241,Book NOW this New 3br Home with lots of space.,193626078,Andy,Bronx,Belmont,40.85222,-73.89277,home/apt,299,1,10,28-06-2019,1.52,3,322,900,1,5,5.703782475,2.397895273,0.693147181,10,1,290.21082,-8.78918457
19362079,Garden Apartment in Carroll Gardens Townhouse,76854135,Sarah,Brooklyn,Carroll Gardens,40.67811,-74.00102,home/apt,160,2,52,20-06-2019,2.16,1,9,580,1,4,5.081404365,3.970291914,1.098612289,52,2,162.65112,2.651123047
36109290,Very Comfy Van,10407935,Meng,Manhattan,West Village,40.73635,-74.00223,home/apt,89,1,0,,0,8,72,545,0,2,4.49980967,0,0.693147181,0,1,92.72064,3.72064209
8420572,Cozy Room in East Williamsburg!,44347591,Kyle,Brooklyn,Bushwick,40.7034,-73.9296,Private room,50,2,0,,0,1,0,133,1,1,3.931825633,0,1.098612289,0,2,53.33743,3.337429047
35960702,Marvelous Studio Available 5mins from Times SQ NY!,247335568,Evelyn,Queens,Long Island City,40.74753,-73.94054,home/apt,170,3,0,,0,7,16,764,1,4,5.141663557,0,1.386294361,0,3,172.95677,2.956771851
13970217,Modern 2 BR Duplex apartment in Sutton Place - 42,80479138,Gordon,Manhattan,Midtown,40.76036,-73.96462,home/apt,225,30,7,14-03-2019,0.22,5,321,733,1,5,5.420534999,2.079441542,3.433987204,7,30,217.17455,-7.825454712
27225540,Huge Private Brooklyn Room with Two Beds!,205032591,Annie,Brooklyn,Bedford-Stuyvesant,40.68589,-73.94762,Private room,65,2,21,15-06-2019,2.04,4,334,134,1,1,4.189654742,3.091042453,1.098612289,21,2,61.7935,-3.206501007
23682503,Private Bedroom in a well-furnished Manhattan Apt,27245,Maryam,Manhattan,Midtown,40.75532,-73.9654,Private room,90,2,15,05-11-2018,0.93,1,0,214,1,3,4.510859507,2.772588722,1.098612289,15,2,123.26221,33.26220703
16415365,Private cozy room close to Columbia University,8594019,Jose Vicente,Manhattan,Morningside Heights,40.81626,-73.96035,Private room,50,3,5,02-09-2017,0.18,2,0,142,1,1,3.931825633,1.791759469,1.386294361,5,3,51.305355,1.305355072
19268922,LARGE PRIVATE ROOM IN ASTORIA,134741341,Sofia,Queens,Astoria,40.77415,-73.93125,Private room,85,1,14,29-12-2018,0.76,2,6,152,1,1,4.454347296,2.708050201,0.693147181,14,1,81.85652,-3.143478394
5794806,Brooklyn Soul,257676,Linda,Brooklyn,Flatbush,40.65409,-73.96025,Private room,148,1,11,04-01-2019,0.22,2,90,222,1,1,5.003946306,2.48490665,0.693147181,11,1,132.63504,-15.36495972
15702021,Large Room in Trendy Bushwick - 2,9864136,Anthony,Brooklyn,Bushwick,40.68602,-73.91522,Private room,45,1,2,01-10-2017,0.06,26,250,138,1,1,3.828641396,1.098612289,0.693147181,2,1,45.57575,0.575748444
4976919,"Huge artist loft, heart of W'Burg!",373019,Leah,Brooklyn,Williamsburg,40.71189,-73.94632,Private room,62,30,3,29-09-2015,0.06,1,319,159,,1,4.143134726,1.386294361,3.433987204,3,30,56.71528,-5.284721375
34403759,( GREEN ROOM) Private in a Beautiful Town House,50052968,Mike,Brooklyn,Bedford-Stuyvesant,40.68447,-73.9396,Private room,42,2,9,01-07-2019,4.91,3,64,198,1,1,3.761200116,2.302585093,1.098612289,9,2,45.408813,3.408813477
5558242,Sunny Park Slope Studio Brownstone,16548032,Galya,Brooklyn,Park Slope,40.66907,-73.97609,home/apt,115,5,4,23-06-2017,0.08,1,0,542,0,1,4.753590191,1.609437912,1.791759469,4,5,114.53519,-0.464813232
4795088,Charming West Harlem Apartment,24711105,Stephanie,Manhattan,Harlem,40.82796,-73.9505,Private room,100,1,0,,0,1,0,175,1,3,4.615120517,0,0.693147181,0,1,97.37072,-2.62928009
17856672,"New 1 Bedroom, Clean, Modern Apartment",53978622,Narina,Manhattan,Harlem,40.81217,-73.94056,home/apt,149,3,80,24-06-2019,2.92,2,268,,2,1,5.010635294,4.394449155,1.386294361,80,3,108.963356,-40.03664398
9545059,private bedroom and private bath,49431548,Isabelle,Brooklyn,Prospect-Lefferts Gardens,40.65862,-73.95777,Private room,78,1,1,03-12-2015,0.02,1,0,249,1,3,4.369447852,0.693147181,0.693147181,1,1,79.68241,1.682411194
16191596,Sunny Room B in China town of BK/ 8 min to Subway,105640471,Jason,Brooklyn,Sunset Park,40.64024,-74.01573,Private room,54,1,18,11-11-2018,0.61,8,241,278,1,1,4.007333185,2.944438979,0.693147181,18,1,52.949223,-1.050777435
2385344,The Rose House,179296,Rich,Brooklyn,Greenpoint,40.73334,-73.95478,home/apt,500,3,74,24-06-2019,1.17,1,364,,2,8,6.216606101,4.317488114,1.386294361,74,3,496.91373,-3.086273193
32105616,"Beautiful 2BR Manhattan Apt, 2 blocks from subway",39444059,Gwyneth,Manhattan,Inwood,40.86886,-73.92407,home/apt,100,1,0,,0,1,13,399,0,2,4.615120517,0,0.693147181,0,1,101.67219,1.672187805
27580312,The Pit of Despair,208099979,Yianni,Manhattan,Upper East Side,40.78117,-73.95688,Private room,105,1,3,15-03-2019,0.28,1,90,248,1,1,4.663439094,1.386294361,0.693147181,3,1,106.24506,1.245063782
11032588,Beautiful bedroom in Williamsburg,6265305,Federico,Brooklyn,Williamsburg,40.7169,-73.94714,Private room,100,2,0,,0,1,0,219,1,1,4.615120517,0,1.098612289,0,2,82.31963,-17.68036652
15711,2 bedroom - Upper East Side-great for kids,61491,D,Manhattan,Upper East Side,40.77065,-73.95269,home/apt,250,2,66,30-03-2019,0.57,2,231,1559,,3,5.525452939,4.204692619,1.098612289,66,2,170.30792,-79.69207764
16827715,Private One Bedroom/5 min. walk to train,82339249,Monica,Queens,Ditmars Steinway,40.77235,-73.91789,Private room,85,5,3,04-09-2017,0.11,1,88,262,1,2,4.454347296,1.386294361,1.791759469,3,5,83.32329,-1.676712036
11668469,Rockaway Beach Sunshine Paradise,61945871,Peter,Queens,Rockaway Beach,40.58587,-73.81652,Private room,85,2,15,26-05-2019,0.38,1,330,164,1,1,4.454347296,2.772588722,1.098612289,15,2,83.823875,-1.176124573
25011664,Peace and quiet in the hustle and bustle,189075482,Chloe,Brooklyn,Cypress Hills,40.67901,-73.89224,home/apt,95,1,22,03-01-2019,1.61,3,126,557,1,1,4.564348191,3.135494216,0.693147181,22,1,92.61367,-2.386329651
9794825,Cozy Room in Hell's kitchen,18998261,Flavien,Manhattan,Hell's Kitchen,40.76339,-73.99404,Private room,110,5,0,,0,1,0,284,1,2,4.709530201,0,1.791759469,0,5,104.85793,-5.142066956
34517663,Grand Deluxe King with Outdoor Terrace,260577152,Royalton Park Avenue,Manhattan,Midtown,40.74433,-73.98555,Private room,250,1,0,,0,10,10,230,1,3,5.525452939,0,0.693147181,0,1,158.28316,-91.71684265
33523616,Nightly or long sublet. (12x12 room in 2BR),21210898,Fagan,Brooklyn,Bushwick,40.70723,-73.92066,Private room,120,2,0,,0,2,0,249,1,1,4.795790546,0,1.098612289,0,2,101.32293,-18.67707062
16086039,The Coziest Bedroom of The Upper West Side,104838182,Larissa,Manhattan,Upper West Side,40.8013,-73.96669,Private room,85,7,14,18-05-2019,0.51,1,0,107,1,3,4.454347296,2.708050201,2.079441542,14,7,87.13018,2.130180359
21836315,Ultimate Pad in Prime Williamsburg with huge ktchn,128536016,Danny,Brooklyn,Williamsburg,40.7146,-73.96282,home/apt,385,10,0,,0,1,0,1367,3,7,5.955837369,0,2.397895273,0,10,347.35974,-37.64025879
27692424,charming and unique studio at toplocation,52363997,Julie,Manhattan,Upper East Side,40.76066,-73.96397,home/apt,150,1,2,01-07-2019,2,1,0,689,,4,5.017279837,1.098612289,0.693147181,2,1,166.92413,16.9241333
22953869,Beautiful open layout studio near Prospect Park,98272,Martin,Brooklyn,Flatbush,40.652,-73.95805,home/apt,110,3,32,15-06-2019,1.9,1,0,1874,3,1,4.709530201,3.496507561,1.386294361,32,3,107.00995,-2.99005127
27168097,Prime Williamsburg location! High ceilings!,54541149,J,Brooklyn,Williamsburg,40.7159,-73.95905,Private room,75,2,1,29-07-2018,0.09,1,0,251,1,3,4.33073334,0.693147181,1.098612289,1,2,88.88005,13.88005066
6405859,Eclectic Williamsburg Townhouse,10396710,Robbie,Brooklyn,Williamsburg,40.70933,-73.95577,Private room,56,3,2,13-06-2016,0.04,1,0,222,1,1,4.043051268,1.098612289,1.386294361,2,3,58.346527,2.3465271
8866435,RARE & AWESOME Williamsburg Loft!,3629010,William,Brooklyn,Williamsburg,40.71248,-73.96679,home/apt,200,20,0,,0,1,0,588,1,5,5.303304908,0,3.044522438,0,20,191.35931,-8.640686035
31315296,Cozy/Private Room in Park Slope,84796432,Lissette,Brooklyn,Sunset Park,40.66005,-73.99316,Private room,59,1,17,29-06-2019,4.4,1,109,224,1,1,4.094344562,2.890371758,0.693147181,17,1,58.242817,-0.757183075
9371171,Large and cozy Apart NYC.,149430,Tida,Manhattan,East Harlem,40.7884,-73.94533,home/apt,120,5,79,28-06-2019,1.82,2,307,1339,2,1,4.795790546,4.382026635,1.791759469,79,5,118.63789,-1.362106323
5547081,Spacious 2 Story Apt. Near Subway,6289792,Che-Wei,Brooklyn,Bedford-Stuyvesant,40.68937,-73.95097,home/apt,298,3,17,14-05-2019,0.33,1,35,555,1,3,5.700443573,2.890371758,1.386294361,17,3,257.29575,-40.70425415
5084887,Clean & Warm East Village Escape!,26265097,Nancy,Manhattan,East Village,40.7295,-73.98398,home/apt,100,5,1,06-02-2015,0.02,1,0,946,2,1,4.615120517,0.693147181,1.791759469,1,5,109.53406,9.534057617
3415455,Bright & Spacious 15 mins to Midtown Manhattan,4345336,Steve,Queens,Sunnyside,40.7468,-73.92218,Private room,48,2,33,28-06-2019,0.92,1,113,140,1,1,3.891820298,3.526360525,1.098612289,33,2,52.167767,4.167766571
25326478,Classic Tribeca Loft,10369267,Steph,Manhattan,Tribeca,40.71418,-74.00676,home/apt,450,3,14,27-05-2019,1.04,1,36,1720,3,6,6.11146734,2.708050201,1.386294361,14,3,449.79855,-0.201446533
16867729,Apartment in Great Part of Brooklyn,105154603,Samantha,Brooklyn,Gowanus,40.66948,-73.98976,Private room,40,4,1,28-02-2017,0.03,1,0,293,1,1,3.713572067,0.693147181,1.609437912,1,4,52.517647,12.51764679
35535989,Peace home in Bedford Stuyvesant Brooklyn,107085019,Azuri,Brooklyn,Bedford-Stuyvesant,40.68557,-73.93023,Private room,65,3,1,11-06-2019,1,1,348,169,1,1,4.189654742,0.693147181,1.386294361,1,3,62.892883,-2.107116699
17149950,Entire One bedroom Apartment in Midtown Manhattan,7616444,Ramin,Manhattan,Midtown,40.75029,-73.98402,home/apt,350,5,4,31-10-2017,0.15,1,0,310,0,8,5.860786223,1.609437912,1.791759469,4,5,361.5361,11.53610229
7269771,CLEAN COZY & COMFY E. VILLAGE PAD,16155254,Lina,Manhattan,Stuyvesant Town,40.7305,-73.98043,home/apt,160,1,150,01-06-2019,3.21,4,238,,0,5,5.081404365,5.017279837,0.693147181,150,1,168.77383,8.773834229
18004987,Warm cozy green house,109854433,Careen,Brooklyn,Bushwick,40.68815,-73.91032,home/apt,120,2,76,24-06-2019,2.78,2,270,874,2,3,4.795790546,4.343805422,1.098612289,76,2,115.688736,-4.311264038
26164204,Lovely 1BR Apartment in the heart of Park Slope,45062059,Akriti,Brooklyn,Park Slope,40.67259,-73.98324,home/apt,130,2,15,16-06-2019,2.02,1,174,2078,4,3,4.875197323,2.772588722,1.098612289,15,2,155.95345,25.95344543
33469797,"NYC SWEET OASIS (POOL, PATIO,& OUTSIDE SPACE)",252171508,Lisa,Queens,Jamaica,40.67282,-73.77793,home/apt,190,1,16,04-07-2019,10,1,132,271,0,5,5.252273428,2.833213344,0.693147181,16,1,190.63368,0.633682251
6601683,Sunny lrg 1 BR in Chilled Bushwick,5226684,Kate,Brooklyn,Bushwick,40.70338,-73.91374,Private room,45,1,2,07-08-2015,0.04,1,0,279,1,1,3.828641396,1.098612289,0.693147181,2,1,46.483116,1.48311615
22418899,Central Park Gem,1741413,Austin,Manhattan,Harlem,40.80116,-73.95287,Private room,110,1,5,28-06-2018,0.27,1,0,190,1,1,4.709530201,1.791759469,0.693147181,5,1,63.178535,-46.82146454
147586,Beautiful Duplex w/Private Garden,709334,Julie,Manhattan,Harlem,40.80474,-73.94688,home/apt,295,2,74,16-06-2019,0.76,2,264,917,2,4,5.690359454,4.317488114,1.098612289,74,2,283.21533,-11.78466797
1633313,Bohemian W'Burg Duplex,8677042,Malcolm,Brooklyn,Williamsburg,40.7086,-73.94715,home/apt,241,2,1,26-12-2018,0.15,1,0,523,1,5,5.488937726,0.693147181,1.098612289,1,2,235.75102,-5.248977661
34561332,Sun-drenched apartment in the heart of Brooklyn,12276549,Carolin,Brooklyn,Crown Heights,40.67182,-73.95985,home/apt,275,3,0,,0,2,0,801,1,4,5.620400866,0,1.386294361,0,3,257.6279,-17.37210083
27807007,Salt Shack - A Houseboat in the Rockaways!,20469514,Justin,Queens,Arverne,40.59391,-73.78824,home/apt,150,2,22,01-07-2019,2.04,1,118,396,0,5,5.017279837,3.135494216,1.098612289,22,2,194.03528,44.03527832
31959359,Cozy Room for Rent in Fort Greene/Clinton Hill,26923225,Meg,Brooklyn,Clinton Hill,40.69462,-73.97006,Private room,36,28,2,25-03-2019,0.46,1,0,239,1,1,3.610917913,1.098612289,3.36729583,2,28,38.02764,2.027641296
6919971,Studio Apartment on Upper West Side,36268893,Brittany Nicole,Manhattan,Upper West Side,40.80108,-73.9705,home/apt,70,1,1,18-07-2016,0.03,1,0,400,0,1,4.262679877,0.693147181,0.693147181,1,1,77.28738,7.287376404
13866269,Light filled private bedroom in Bed Stuy's best.,7027982,Scott,Brooklyn,Bedford-Stuyvesant,40.68637,-73.94477,Private room,75,2,6,14-12-2016,0.17,1,0,302,1,3,4.33073334,1.945910149,1.098612289,6,2,78.51719,3.517189026
29183470,Apatite Bedroom,119669058,Melissa,Brooklyn,Bedford-Stuyvesant,40.69228,-73.95677,Private room,49,2,12,24-06-2019,1.35,34,305,202,,1,3.912023005,2.564949357,1.098612289,12,2,63.259315,14.25931549
9874042,Modern Bushwick Apt,4498059,Claire,Brooklyn,Bushwick,40.70419,-73.92114,home/apt,185,2,0,,0,1,0,2021,3,5,5.225746674,0,1.098612289,0,2,194.94218,9.942184448
7698593,Bedstuy Brownstone Duplex w/ HUGE Backyard,5974094,Cody,Brooklyn,Bedford-Stuyvesant,40.69351,-73.94011,home/apt,200,2,3,27-05-2019,0.09,1,188,1361,2,4,5.303304908,1.386294361,1.098612289,3,2,194.302,-5.697998047
35606381,The City Horizon,221200420,Adam,Manhattan,Murray Hill,40.74422,-73.97261,home/apt,350,30,0,,0,23,331,632,1,8,5.860786223,0,3.433987204,0,30,302.83145,-47.16854858
5135121,Roomy Studio at Prospect Park,5125933,Penelope,Brooklyn,Prospect-Lefferts Gardens,40.65621,-73.95696,home/apt,80,21,3,27-08-2017,0.07,1,0,1667,,1,4.394449155,1.386294361,3.091042453,3,21,78.633644,-1.366355896
31878924,Dreamy Private Bedroom Upper West Side 107,238321374,Eyal,Manhattan,Upper West Side,40.79896,-73.95995,Private room,60,30,0,,0,32,317,255,1,1,4.110873864,0,3.433987204,0,30,60.351147,0.351146698
23857515,1 Private Bedroom in Beautiful Park Slope Apt.,64060155,Aaron,Brooklyn,South Slope,40.66711,-73.98341,Private room,80,10,0,,0,1,0,,1,1,4.394449155,0,2.397895273,0,10,71.99567,-8.004333496
33034799,The Brooklyn Experience,27512264,Daniel,Brooklyn,Carroll Gardens,40.68252,-73.99089,home/apt,143,30,0,,0,1,181,681,1,3,4.9698133,0,3.433987204,0,30,141.74034,-1.259658813
18358279,Luxury 2 Bedroom Apartment!!,44852596,Luna,Manhattan,Financial District,40.70468,-74.00722,home/apt,130,3,19,01-07-2019,0.72,1,244,480,0,1,4.875197323,2.995732274,1.386294361,19,3,134.00754,4.007537842
11657285,"Lofty 1 BDR w/huge, private backyard",15835554,Jessica,Brooklyn,Gowanus,40.67553,-73.98533,home/apt,150,2,0,,0,1,0,1094,2,4,5.017279837,0,1.098612289,0,2,181.29521,31.29521179
30440903,Amazing Bedroom in Bushwick Madison 3L-3,226410657,Nina,Brooklyn,Bedford-Stuyvesant,40.68625,-73.93286,Private room,42,30,1,21-05-2019,0.6,27,282,136,1,1,3.761200116,0.693147181,3.433987204,1,30,42.040527,0.040527344
24633539,Private East Village Room With Great Light/Views,63409074,Kara,Manhattan,East Village,40.72081,-73.97921,Private room,60,14,7,13-06-2019,0.58,1,126,188,1,1,4.110873864,2.079441542,2.708050201,7,14,62.244457,2.244457245
33292234,Sunny Brooklyn apartment,45467925,Elise,Brooklyn,Gowanus,40.66791,-73.99354,home/apt,125,5,7,12-06-2019,2.23,1,70,693,1,3,4.836281907,2.079441542,1.791759469,7,5,129.46614,4.466140747
26332425,Luxurious Brownstone near Pratt with Breakfast!,198033559,Errol,Brooklyn,Clinton Hill,40.6902,-73.9669,Private room,150,2,5,28-06-2019,1.4,1,174,278,1,5,5.017279837,1.791759469,1.098612289,5,2,154.88062,4.880615234
10748040,"On Broadway, clean & comfy room",55567227,Neida,Manhattan,Harlem,40.82903,-73.94747,Private room,60,3,124,05-07-2019,3.16,2,82,285,1,1,4.110873864,4.828313737,1.386294361,124,3,59.36699,-0.633010864
1019360,Hip charming Williamsburg apartment,693889,Heather,Brooklyn,Williamsburg,40.70798,-73.94263,home/apt,120,5,7,26-10-2016,0.1,1,0,,2,1,4.795790546,2.079441542,1.791759469,7,5,117.11192,-2.888076782
22231557,•COZY APARTMENT 5 MINS TO MANHATTAN•,128793815,Atthaphon,Brooklyn,Williamsburg,40.72092,-73.96122,Private room,65,2,31,01-07-2019,1.68,4,282,159,1,1,4.189654742,3.465735903,1.098612289,31,2,66.69263,1.692626953
30677287,Comfortable one bedroom in heart of Midtown,12920745,Matthew,Manhattan,Hell's Kitchen,40.75608,-73.99606,home/apt,120,10,2,20-05-2019,0.91,1,0,928,1,1,4.795790546,1.098612289,2.397895273,2,10,118.44995,-1.550048828
33344785,Modern Brand New 3 Bedroom/2 Baths In Hip Brooklyn,147983579,Chy,Brooklyn,Bedford-Stuyvesant,40.68901,-73.94031,home/apt,220,4,6,19-06-2019,2.9,2,230,526,1,5,5.398162702,1.945910149,1.609437912,6,4,174.94966,-45.05033875
30430163,Apartment in south Williamsburg,96089493,Masashi,Brooklyn,Williamsburg,40.71282,-73.95742,Private room,60,1,1,08-12-2018,0.14,1,0,213,1,1,4.110873864,0.693147181,0.693147181,1,1,61.95966,1.959659576
9787590,,50448556,Miguel,Manhattan,Harlem,40.80316,-73.95189,home/apt,300,5,0,,0,5,0,522,0,7,5.707110265,0,1.791759469,0,5,310.51126,10.51126099
18485487,"Sunny, Spacious, Private Room Close to Train!",3083244,Melody,Manhattan,Washington Heights,40.83716,-73.94048,Private room,37,7,1,25-05-2017,0.04,1,0,116,1,1,3.63758616,0.693147181,2.079441542,1,7,37.254032,0.254032135
28046851,Bellrose  Home - 15 minutes from both NYC airports,211860521,Tamara,Queens,Bellerose,40.72908,-73.72778,Private room,105,3,7,31-05-2019,0.76,2,343,,1,3,4.663439094,2.079441542,1.386294361,7,3,107.221985,2.221984863
22047243,Luxury NYC Apartment on Central Park West,7991202,Daniel,Manhattan,Upper West Side,40.79971,-73.96037,home/apt,125,5,5,29-05-2019,0.27,1,7,1339,2,1,4.836281907,1.791759469,1.791759469,5,5,118.12778,-6.8722229
9615485,Spacious private bedroom 1 stop to Manhattan,35320945,Peggy,Manhattan,Roosevelt Island,40.76108,-73.95058,Private room,70,2,5,25-03-2017,0.14,1,0,160,1,1,4.262679877,1.791759469,1.098612289,5,2,73.3496,3.349601746
35388921,Stay good stay cheap in Manhattan,109231531,Sophia,Manhattan,Washington Heights,40.84274,-73.94219,Private room,90,1,0,,0,2,179,134,1,2,4.510859507,0,0.693147181,0,1,88.40618,-1.593818665
12567868,Nice bedroom in east village apartment,68138404,Phil,Manhattan,East Village,40.72997,-73.98009,Private room,60,3,50,23-06-2019,1.31,1,240,257,1,1,4.110873864,3.931825633,1.386294361,50,3,65.144554,5.144554138
14768563,Large 1 Bedroom near Prospect Park,19918057,Sogol,Brooklyn,Prospect-Lefferts Gardens,40.66028,-73.961,home/apt,100,2,1,05-09-2016,0.03,1,0,2066,3,3,4.615120517,0.693147181,1.098612289,1,2,101.4977,1.497703552
4403928,Modern Apt Close to Manhattan,2558779,Marina,Queens,Ridgewood,40.70216,-73.90716,Private room,56,3,45,15-06-2019,0.88,2,304,241,1,1,4.043051268,3.828641396,1.386294361,45,3,56.14595,0.145950317
15715221,"Safe, Cozy Artist Apt Steps From Central Park",37447483,Riley,Manhattan,Harlem,40.80102,-73.95401,Private room,70,3,62,30-06-2019,1.94,1,73,170,1,1,4.262679877,4.143134726,1.386294361,62,3,82.544685,12.54468536
9999220,"BEAUTIFUL, LARGE, BRIGHT 2 Bedroom",51367478,Brandon,Queens,Long Island City,40.76406,-73.9349,Private room,88,5,0,,0,1,0,279,1,1,4.48863637,0,1.791759469,0,5,82.720276,-5.279724121
7439512,One room in artsy Williamsburg,38973529,Abby,Brooklyn,Williamsburg,40.71723,-73.96285,Private room,85,1,0,,0,1,0,,1,3,4.454347296,0,0.693147181,0,1,91.657875,6.657875061
26221423,Cozy 2BR in Trendy LIC! 1 Stop From Manhattan!!!,62701284,Steve,Queens,Long Island City,40.7452,-73.9535,home/apt,155,2,43,03-07-2019,3.6,1,239,398,0,4,5.049856007,3.784189634,1.098612289,43,2,199.465,44.46499634
1750248,"Priv room in 3 bdrm apt - Room ""A""",9207223,Ryan,Manhattan,Harlem,40.80247,-73.94531,Private room,90,2,17,01-09-2015,0.24,3,177,242,,1,4.510859507,2.890371758,1.098612289,17,2,88.69852,-1.301483154
29283634,Bushwick loft with NYC views (entire apt),172859639,Nicholas,Brooklyn,Williamsburg,40.7041,-73.93415,home/apt,250,1,2,10-03-2019,0.23,1,4,1285,2,4,5.525452939,1.098612289,0.693147181,2,1,232.50726,-17.49273682
32917917,Private room for rent in crescent east New York,247662050,Grinis,Brooklyn,Cypress Hills,40.68355,-73.8765,Private room,60,1,1,18-05-2019,0.57,1,89,151,1,1,4.110873864,0.693147181,0.693147181,1,1,50.88693,-9.113071442
26415648,Stay in this sunny private room near Times Sq 41D3,190921808,John,Manhattan,Hell's Kitchen,40.75564,-73.99564,Private room,65,7,9,25-05-2019,1.15,47,326,151,1,1,4.189654742,2.302585093,2.079441542,9,7,65.91837,0.918373108
21526187,West Village Bedroom in duplex apartment,118137788,Chris,Manhattan,West Village,40.72986,-74.00465,Private room,100,2,3,16-11-2017,0.15,1,0,76,1,3,4.615120517,1.386294361,1.098612289,3,2,127.17505,27.17504883
16604112,Cozy Private room in the heart of Jamaica New york,109527682,Stella,Queens,Jamaica,40.71107,-73.78429,Private room,72,1,10,30-06-2019,0.54,1,175,,1,1,4.290459441,2.397895273,0.693147181,10,1,60.8897,-11.11029816
17188328,Cozy studio in the heart of the West Village,6375225,Jennifer,Manhattan,West Village,40.73376,-73.99982,home/apt,150,3,0,,0,1,0,1356,2,3,5.017279837,0,1.386294361,0,3,164.57861,14.57861328
6813041,*Musician's Apartment* in Brooklyn,1550419,Gordon,Brooklyn,Fort Greene,40.6892,-73.96976,Private room,50,1,0,,0,1,0,187,1,1,3.931825633,0,0.693147181,0,1,52.81498,2.814979553
