id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,amenities,square_feet,bedrooms
1194508,Sunny room - Prime Location,6527494,Mar,Manhattan,Two Bridges,40.71166,-73.9972,Private room,80,1,1,2016-07-01,0.03,1,0,"{""Hot water"", ""Wifi""}",241.0,1.0
6799130,1 Bedroom available for the entirety of September,35590273,Nikima,Brooklyn,Red Hook,40.67659,-74.00643,Private room,35,10,1,2015-09-02,0.02,2,0,"{""Washer""}",241.0,1.0
34341588,*Charismatic 1 BR Apartment in Heart of Chelsea*,5588820,Teddy,Manhattan,Chelsea,40.74392,-74.00301,Entire home/apt,159,3,4,2019-07-01,2.93,1,1,"{""Washer"", ""Heating"", ""Wifi""}",1312.0,2.0
24991133,From home to home,91554527,Aboubakar,Bronx,Highbridge,40.83413,-73.92918,Private room,50,3,23,2019-04-07,1.64,1,188,"{""Refrigerator""}",236.0,1.0
32502180,1-Bedroom Newly Renovated Cozy Apartment,244217480,Vlad,Staten Island,Arden Heights,40.54857,-74.17628,Entire home/apt,83,30,3,2019-06-28,0.9,1,316,"{""Wifi""}",341.0,0.0
27955820,24HR Doorman Condo&Gym 3Blocks From Time Square!!!,58905707,Greg,Manhattan,Hell's Kitchen,40.76168,-74.00079,Entire home/apt,225,2,14,2018-12-30,1.35,1,0,"{""Wifi"", ""Heating"", ""Microwave"", ""Washer""}",1276.0,2.0
4716349,Fully Furnished Private Bedroom,21208237,Sam,Manhattan,East Harlem,40.79311,-73.94587,Private room,80,1,0,,,1,0,"{""Wifi""}",236.0,1.0
7053815,HUGE Entire Flr. Private Entry/Bath,18600674,Jeannie,Brooklyn,Williamsburg,40.71805,-73.93973,Private room,103,100,128,2018-05-10,2.63,1,358,"{""Kitchen"", ""Hot water""}",285.0,1.0
22907753,Cozy Private Room in Ditmas Park Apt,16006049,Lanxing,Brooklyn,Flatbush,40.65168,-73.96457,Private room,35,2,0,,,1,0,"{""Refrigerator""}",261.0,1.0
18614596,Downtown Triplex- Spacey East Village Entire Apt,7318926,Jonathan,Manhattan,East Village,40.72208,-73.98071,Entire home/apt,210,3,5,2018-06-14,0.19,1,0,"{""Refrigerator"", ""Wifi"", ""Hot water"", ""Air conditioning""}",1274.0,2.0
18605919,"Brooklyn, Williamsburg -  Room w/ Private Bathroom",3258630,Oscar,Brooklyn,Williamsburg,40.71681,-73.94556,Private room,80,1,6,2018-07-22,0.24,1,0,"{""Kitchen"", ""Hot water""}",244.0,1.0
27167258,Chelsea Proper,23335317,Jaimi,Manhattan,Chelsea,40.74462,-74.0013,Entire home/apt,230,2,1,2019-06-14,1.0,1,77,"{""Heating"", ""Air conditioning"", ""Kitchen"", ""Refrigerator""}",1824.0,3.0
22064793,Classy Quiet Studio in LES!,611408,Geraldine,Manhattan,Lower East Side,40.71542,-73.98403,Entire home/apt,143,7,0,,,1,0,"{""Refrigerator""}",270.0,0.0
9844047,Spacious Home South Prospect Park,29241227,Ken,Brooklyn,Kensington,40.64689,-73.97446,Entire home/apt,130,4,1,2015-12-30,0.02,2,0,"{""Kitchen""}",830.0,1.0
22401901,Cozy Upper East Side Studio close to EVERYTHING,10674042,Eric,Manhattan,Upper East Side,40.77641,-73.94616,Entire home/apt,89,2,1,2018-02-08,0.06,1,0,"{""Air conditioning"", ""Microwave""}",712.0,1.0
28961203,COZY ROOM NEXT TO METRO B,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,40.69464,-73.95259,Private room,63,30,16,2019-06-16,1.8,6,365,"{""Heating""}",260.0,1.0
13586284,Brooklyn 3BR Oasis + Yard Featured in Apt Therapy,1725907,Jungwon,Brooklyn,Bedford-Stuyvesant,40.68541,-73.92392,Entire home/apt,195,3,4,2017-08-16,0.11,1,0,"{""Washer"", ""Refrigerator"", ""Hot water"", ""Wifi""}",936.0,2.0
20845108,Entire Private Brownstone in Brooklyn,39371342,Sam,Brooklyn,Dyker Heights,40.62499,-74.01684,Entire home/apt,150,1,69,2019-06-29,3.15,1,127,"{""Kitchen"", ""Refrigerator"", ""Hot water""}",891.0,2.0
9541753,2 Bedroom Prospect Heights Hideaway,11460541,Nick,Brooklyn,Prospect Heights,40.67939,-73.96631,Entire home/apt,60,1,1,2016-06-22,0.03,1,0,"{""Washer""}",684.0,1.0
1586641,SALE- SUNNY MASTER BEDROOM NEAR MANHATTAN,8452639,C S,Brooklyn,Flatbush,40.64919,-73.96143,Private room,84,2,68,2019-05-27,0.96,3,362,"{""Kitchen""}",82.0,1.0
16349311,"Amazing location, East Village full 3BR apartment",32707981,Ben,Manhattan,East Village,40.72357,-73.98797,Entire home/apt,400,2,0,,,4,0,"{""Microwave"", ""Heating"", ""Refrigerator"", ""Hot water"", ""Kitchen"", ""Washer"", ""Wifi""}",844.0,2.0
24497080,Corporate Studio Midtown East,61391963,Corporate Housing,Manhattan,Midtown,40.75393,-73.96612,Entire home/apt,125,30,5,2019-05-14,0.34,91,304,"{""Wifi"", ""Kitchen"", ""Heating""}",1382.0,3.0
5217507,Great 1-bd apartment in Murray Hill,3510638,Eugene,Manhattan,Murray Hill,40.74479,-73.97573,Entire home/apt,149,5,13,2018-05-20,0.24,1,0,"{""Hot water"", ""Heating"", ""Wifi""}",485.0,0.0
9692740,Convenient apartment in Manhattan,50013026,Abby,Manhattan,Upper West Side,40.80012,-73.96441,Private room,50,1,2,2015-12-04,0.05,1,0,"{""Refrigerator""}",315.0,1.0
4720121,Luxurious Upper East Side Duplex,34915,Anna,Manhattan,Upper East Side,40.77169,-73.95583,Entire home/apt,500,7,0,,,1,0,"{""Refrigerator"", ""Kitchen"", ""Air conditioning"", ""Microwave"", ""Hot water"", ""Washer"", ""Wifi""}",1663.0,4.0
14056307,BIG GORGEOUS 1 bd 2 br in PRIME of Chelsea,32919123,Ryan,Manhattan,Chelsea,40.74616,-73.99773,Entire home/apt,250,7,1,2018-01-02,0.05,1,0,"{""Air conditioning"", ""Kitchen"", ""Washer"", ""Microwave"", ""Heating""}",1353.0,
4472904,Dorm Sz Room. Near 2 & 5 train 180 st Bronx zoo,1532337,Monica,Bronx,Van Nest,40.8423,-73.87055,Private room,25,30,6,2019-05-28,0.17,4,219,"{""Hot water""}",214.0,1.0
23955348,Sunny East Village 3/2 Apt in Prime Location!,180126576,P,Manhattan,East Village,40.72574,-73.98272,Entire home/apt,600,5,70,2019-06-02,4.49,3,6,"{""Kitchen"", ""Wifi"", ""Air conditioning"", ""Hot water"", ""Washer"", ""Microwave"", ""Heating""}",1031.0,2.0
31320905,Manhattan artist home - Gorgeous private room,34915339,Michael,Manhattan,Upper East Side,40.77951,-73.95075,Private room,100,1,32,2019-06-24,5.45,4,184,"{""Heating""}",197.0,1.0
3191925,Art Room + Backyard in Williamsburg,3772684,Glasshouse,Brooklyn,Williamsburg,40.70667,-73.94921,Private room,99,3,22,2017-09-04,0.36,2,11,"{""Refrigerator"", ""Hot water""}",329.0,1.0
34686619,Quiet Private Room near Subway,261654878,Kathryn,Brooklyn,Bensonhurst,40.61753,-74.00221,Private room,35,3,4,2019-06-27,3.16,1,18,"{""Hot water""}",159.0,
29255501,Private Brooklyn Basement Apartment,59627203,Majd,Brooklyn,Windsor Terrace,40.65116,-73.97881,Entire home/apt,125,5,2,2019-05-26,0.27,1,0,"{""Air conditioning"", ""Microwave"", ""Kitchen""}",2298.0,3.0
21726358,Crown Heights Guest House B,74541079,Abraham,Brooklyn,Crown Heights,40.66894,-73.93649,Entire home/apt,59,4,34,2019-06-29,2.13,9,49,"{""Wifi""}",901.0,1.0
152520,Female Only Clean15min to Manhattan,733894,Lucy,Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,2018-11-16,0.55,3,236,"{""Kitchen""}",142.0,
27477710,Two bedroom apt w/parking 10mins to LGA & Flushing,157337532,Henry,Queens,College Point,40.77859,-73.84323,Entire home/apt,100,1,62,2019-07-07,6.0,2,77,"{""Washer"", ""Microwave"", ""Wifi""}",807.0,1.0
30717487,Charming Williamsburg Loft - 1 BR,63260432,Thibaut,Brooklyn,Greenpoint,40.7198,-73.95489,Entire home/apt,179,1,15,2019-05-19,2.54,1,0,"{""Heating"", ""Microwave"", ""Kitchen"", ""Hot water"", ""Refrigerator""}",720.0,
30882957,Greenpoint Light & Plant filled Apt mins from city,37147077,Ashli,Brooklyn,Greenpoint,40.73787,-73.95281,Entire home/apt,115,3,2,2019-02-18,0.32,1,0,"{""Kitchen"", ""Microwave""}",623.0,1.0
13314752,Astoria-LIC Private Room,75061595,Cesar,Queens,Long Island City,40.76053,-73.92977,Private room,78,2,27,2017-08-21,0.72,1,0,"{""Hot water"", ""Washer""}",182.0,1.0
36036850,Spacious room in historic brownstone,60404912,Ira,Brooklyn,Flatbush,40.64235,-73.95227,Private room,50,2,1,2019-07-07,1.0,1,7,"{""Wifi""}",150.0,1.0
22339430,*Ep)  Beautiful Private Room 20 min to Manhattan,154258141,Elsie,Brooklyn,Bushwick,40.68804,-73.91493,Private room,75,2,46,2019-06-24,2.65,10,360,"{""Washer"", ""Wifi""}",212.0,1.0
13503251,Cozy room near la Guardia airport.,9055702,Sarah,Queens,Woodside,40.74428,-73.90898,Private room,65,1,18,2018-05-12,1.11,1,278,"{""Hot water""}",176.0,1.0
15392689,"Private, Spacious Bedroom in Harlem, single bed",7055854,Diane,Manhattan,East Harlem,40.80242,-73.94215,Private room,1500,4,1,2019-01-27,0.18,5,188,"{""Hot water"", ""Air conditioning"", ""Kitchen"", ""Refrigerator"", ""Wifi"", ""Washer"", ""Microwave""}",228.0,1.0
9695552,Comfty 1BR apt in Upper West Side,14651590,Eva,Manhattan,Morningside Heights,40.80462,-73.96074,Entire home/apt,150,7,4,2017-01-04,0.09,1,0,"{""Microwave"", ""Refrigerator"", ""Heating"", ""Air conditioning""}",,0.0
51572,Prime Location in Manhattan,237329,Lee,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,2019-06-18,3.52,1,328,"{""Washer"", ""Kitchen""}",158.0,1.0
28354720,Oversized Studio right in the heart of Kips Bay,6744445,Steph,Manhattan,Kips Bay,40.7436,-73.98122,Entire home/apt,165,1,4,2019-01-01,0.42,1,0,"{""Refrigerator"", ""Washer"", ""Microwave"", ""Kitchen""}",1264.0,4.0
18560569,Central Park north spacious residence,9727058,Pat,Manhattan,Harlem,40.80389,-73.95178,Entire home/apt,199,3,17,2019-04-07,0.65,1,280,"{""Air conditioning"", ""Kitchen"", ""Hot water""}",1431.0,4.0
29515916,* Modern Private BR in the Heart of Williamsburg *,7268300,Arianna,Brooklyn,Williamsburg,40.71204,-73.96541,Private room,80,4,3,2019-05-28,0.48,1,7,"{""Air conditioning"", ""Wifi""}",250.0,1.0
1456352,Monthly Rental or more than 30 days for 6 people,838704,Thomas,Manhattan,Upper West Side,40.80028,-73.9618,Entire home/apt,178,32,132,2018-05-01,1.84,1,211,"{""Heating"", ""Wifi"", ""Washer"", ""Refrigerator""}",,1.0
13880972,Wonderful private room fun apt in Hells Kitchen!,82147411,Vincent,Manhattan,Hell's Kitchen,40.76601,-73.99167,Private room,65,1,43,2019-01-03,1.27,1,0,"{""Air conditioning""}",171.0,1.0
27482592,"Cute, clean and sunny one bedroom with character",52644225,Alex And Tatiana,Queens,Sunnyside,40.74245,-73.92587,Entire home/apt,77,2,3,2018-09-10,0.29,1,0,"{""Air conditioning""}",501.0,1.0
1802584,YOUR  PRIVATE COZY 1Br + 15min from Manhattan,2961266,John,Queens,Sunnyside,40.73747,-73.9248,Entire home/apt,110,1,92,2019-07-03,6.3,2,147,"{""Heating"", ""Microwave"", ""Hot water""}",1401.0,2.0
7788880,"Home 4 Medical Professionals- The ""Camphor""",26377263,Stat,Brooklyn,Bushwick,40.70387,-73.91665,Private room,47,30,4,2018-08-18,0.13,43,144,"{""Microwave""}",140.0,1.0
16212477,Bright big bedroom in Brooklyn,9119410,Marie,Brooklyn,Kensington,40.63501,-73.97298,Private room,80,1,1,2016-12-10,0.03,1,0,"{""Refrigerator"", ""Washer""}",207.0,1.0
33913644,"Modern and bright 2Bed 2Bath Bushwick, Brooklyn",50981314,Ofier,Brooklyn,Bushwick,40.70205,-73.91338,Entire home/apt,150,2,4,2019-07-07,1.64,1,89,"{""Refrigerator"", ""Kitchen"", ""Hot water"", ""Washer""}",567.0,1.0
16370096,Beautiful room in Brooklyn,16627758,Thai,Brooklyn,Bedford-Stuyvesant,40.68643,-73.95548,Private room,38,1,3,2017-01-14,0.1,1,0,"{""Heating""}",69.0,
6654984,Beautiful apartment in trendy Brooklyn,5417600,Elvira,Brooklyn,Park Slope,40.67376,-73.98397,Entire home/apt,200,365,4,2018-06-16,0.14,1,173,"{""Refrigerator"", ""Heating"", ""Kitchen"", ""Washer""}",622.0,1.0
2674267,Comfy UWS Room near Central Park & Times Square,3929012,Kevin,Manhattan,Upper West Side,40.77848,-73.98334,Private room,109,1,288,2019-07-02,4.58,4,103,"{""Refrigerator"", ""Heating""}",,1.0
19249193,Charming One Bedroom in Brooklyn Heights,11760898,Evan,Brooklyn,Brooklyn Heights,40.69357,-73.99489,Entire home/apt,149,20,0,,,1,0,"{""Washer"", ""Hot water""}",502.0,1.0
21597223,ASTORIA Beautiful Room in Fully Renovated Apt,157087092,Leslie,Queens,Ditmars Steinway,40.7762,-73.90623,Private room,47,1,0,,,1,0,"{""Hot water""}",217.0,1.0
20482151,Times Square Luxe Studio with Amazing Amenities,10547661,Francis,Manhattan,Hell's Kitchen,40.76557,-73.98949,Entire home/apt,200,3,97,2019-06-23,4.4,1,60,"{""Heating"", ""Kitchen"", ""Refrigerator"", ""Wifi""}",872.0,2.0
30590147,"Williamsburg private, comfy, bright room",18494627,Olivia,Brooklyn,Williamsburg,40.70929,-73.94719,Private room,40,58,1,2019-01-02,0.16,1,15,"{""Kitchen""}",178.0,1.0
2814076,Charming 1br apartment in Astoria,6364557,Fernando,Queens,Astoria,40.7576,-73.92698,Entire home/apt,130,4,45,2019-06-16,0.82,1,170,"{""Air conditioning""}",839.0,1.0
13772304,Room in 2BR in Morningside Heights,80091971,Brian,Manhattan,Upper West Side,40.80268,-73.96684,Private room,80,1,2,2016-07-23,0.06,2,0,"{""Heating"", ""Washer""}",151.0,1.0
10068693,Cozy Mozy apt in Cobble Hill,16591072,Marianna,Brooklyn,Boerum Hill,40.68869,-73.98899,Entire home/apt,168,1,1,2016-01-05,0.02,1,0,"{""Kitchen"", ""Refrigerator"", ""Air conditioning""}",439.0,0.0
2037508,Bed Stuy Apartment One Bedroom,10211848,Ben,Brooklyn,Bedford-Stuyvesant,40.6839,-73.94446,Entire home/apt,75,4,1,2014-01-03,0.01,1,0,"{""Kitchen"", ""Microwave"", ""Refrigerator""}",2093.0,4.0
3447238,"Spacious, Sunny 1 Bedroom Apartment",13637847,Sasha,Brooklyn,Crown Heights,40.67432,-73.95949,Entire home/apt,98,5,11,2019-06-17,0.18,1,188,"{""Heating"", ""Hot water"", ""Wifi""}",853.0,1.0
13769006,Spacious Bright Private Room in Bedstuy!,80778982,Ilham,Brooklyn,Bedford-Stuyvesant,40.6847,-73.91762,Private room,50,1,0,,,1,0,"{""Heating""}",146.0,1.0
23166556,Private Quiet Room in Chelsea Brownstone Apartment,625092,Anne-Lise,Manhattan,Chelsea,40.75115,-73.99787,Private room,63,7,4,2019-03-09,0.39,1,31,"{""Kitchen""}",178.0,1.0
13740409,Perfect Home for US Open Stay,33064589,Elena,Queens,Flushing,40.74953,-73.79677,Entire home/apt,350,3,1,2016-08-27,0.03,1,0,"{""Wifi"", ""Kitchen"", ""Hot water"", ""Heating"", ""Washer"", ""Microwave""}",1098.0,2.0
29549451,The East Village Home: The Sunlight Room,126034120,Roni,Manhattan,East Village,40.72576,-73.97685,Private room,125,1,19,2019-06-16,2.68,3,230,"{""Wifi"", ""Microwave"", ""Hot water""}",,1.0
15756117,Chic Bedford Studio,3484474,Sophia,Brooklyn,Bedford-Stuyvesant,40.68561,-73.95431,Entire home/apt,150,30,13,2019-05-31,0.41,1,220,"{""Wifi"", ""Air conditioning"", ""Heating"", ""Refrigerator""}",717.0,
4891701,NYC GORGEOUS LIGHT SPACE RIVER VIEW,25168888,Svjetlana,Manhattan,Harlem,40.82191,-73.95736,Entire home/apt,109,14,3,2015-01-03,0.05,3,0,"{""Hot water""}",377.0,0.0
30535813,Cozy room in heart of NYC,98260543,Ley,Manhattan,Upper East Side,40.76981,-73.95365,Private room,135,1,11,2019-06-28,1.75,3,330,"{""Kitchen""}",308.0,1.0
24933530,Sunny Brooklyn apt. Quick walk to Prospect Park,104051773,Sophie,Brooklyn,East Flatbush,40.65215,-73.95219,Entire home/apt,91,3,4,2019-01-02,0.3,1,12,"{""Kitchen"", ""Microwave""}",575.0,0.0
35681619,Modern Bright 3bd/2ba (10 mins to NYC) w Roof Deck,69356879,Lacy,Brooklyn,Williamsburg,40.71668,-73.94252,Entire home/apt,295,2,0,,,1,300,"{""Hot water"", ""Wifi"", ""Heating"", ""Microwave""}",1192.0,2.0
23256828,"Sunny, Spacious Brooklyn Room 1 Block From Train!",63943922,Maxwell,Brooklyn,Bushwick,40.68705,-73.91425,Private room,35,3,4,2018-07-01,0.24,1,0,"{""Heating""}",318.0,1.0
30565107,Quiet but close to Main Street.Flushing Chinatown,229309933,Jeniffer,Queens,Flushing,40.76389,-73.82349,Shared room,49,1,3,2019-06-23,0.94,2,90,"{""Kitchen""}",196.0,1.0
19094871,"Bright, spacious, green BedStuy apartment",3457404,Madalina,Brooklyn,Bedford-Stuyvesant,40.68197,-73.94564,Entire home/apt,70,3,29,2019-03-16,1.16,1,0,"{""Washer""}",708.0,1.0
15632470,"Cozy Bedroom in Astoria, 17 min from Times Square",84841205,Yorgos,Queens,Astoria,40.76227,-73.92316,Private room,55,4,104,2019-07-02,3.29,1,53,"{""Microwave""}",163.0,1.0
23142952,Beautiful room in renovated Manhattan apartment,6501039,Geraldo,Manhattan,Washington Heights,40.83416,-73.94375,Private room,30,5,2,2018-07-07,0.14,1,0,"{""Kitchen""}",128.0,1.0
11590055,Park Avenue 3 Bedroom Apartment,50760546,CRNY Monthly Rentals,Manhattan,Midtown,40.7455,-73.98112,Entire home/apt,215,30,2,2017-02-19,0.06,31,125,"{""Refrigerator"", ""Washer"", ""Heating"", ""Wifi""}",2160.0,3.0
9096630,Apartment in Lower Manhattan,23948552,Chikezie,Manhattan,Chinatown,40.71544,-73.99106,Private room,90,1,1,2015-10-28,0.02,1,0,"{""Microwave"", ""Heating""}",105.0,
33581628,"Spacious, Clean and Modern 2 Bedroom Suite",148317706,Michaelle,Brooklyn,Prospect-Lefferts Gardens,40.66002,-73.94363,Entire home/apt,150,2,8,2019-07-05,7.27,1,30,"{""Kitchen"", ""Refrigerator"", ""Washer""}",2127.0,3.0
23439376,Newly renovated apt near the city/ideal room for 2,140057330,Joey,Queens,Ridgewood,40.69799,-73.90509,Private room,60,1,22,2019-05-29,1.37,7,73,"{""Refrigerator""}",214.0,1.0
22340093,Newly Furnished 2BR~Prime UES~CPark~subway2 blocks,162280872,Izi,Manhattan,Upper East Side,40.774,-73.94932,Entire home/apt,150,30,3,2019-06-17,0.25,13,147,"{""Air conditioning"", ""Microwave"", ""Wifi""}",,2.0
9505990,whole apartment & 2 cats!,49260425,Fernanda,Brooklyn,Bushwick,40.69544,-73.93221,Entire home/apt,68,3,1,2016-07-25,0.03,1,0,"{""Hot water""}",1024.0,2.0
23106900,Cozy Getaway in NYC,72491205,Wanessa,Manhattan,Upper West Side,40.80022,-73.96301,Private room,95,2,0,,,1,0,"{""Heating"", ""Air conditioning""}",308.0,1.0
35567269,Private Studio Upper East Side,60117043,Ray,Manhattan,Upper East Side,40.76209,-73.96181,Entire home/apt,125,5,0,,,1,58,"{""Microwave"", ""Hot water""}",593.0,0.0
31837233,Beautiful room in Bushwick,11672284,Hea,Brooklyn,Bushwick,40.70526,-73.92446,Private room,250,2,0,,,2,97,"{""Wifi"", ""Heating"", ""Washer""}",108.0,1.0
3041785,Luxury Space  East Village 3 Bedrm sleeps 7,15430260,Michelle,Manhattan,East Village,40.72889,-73.98853,Entire home/apt,249,1,150,2019-06-24,2.52,1,278,"{""Wifi"", ""Kitchen"", ""Air conditioning"", ""Hot water"", ""Refrigerator""}",610.0,1.0
35228980,Luxury Private Home NYC Connection,215430503,Paulo & Emma,Manhattan,Chelsea,40.75393,-73.99992,Entire home/apt,199,1,0,,,1,362,"{""Wifi"", ""Refrigerator"", ""Kitchen""}",2269.0,4.0
27160398,Clean + Spacious.,204244117,Patrola,Manhattan,Harlem,40.82423,-73.95056,Private room,49,1,27,2019-06-12,2.41,2,180,"{""Microwave""}",235.0,1.0
28717231,PRIVATE BATH • AC • Yard • Historic Brownstone,16064187,Michael And Lindsey,Brooklyn,Crown Heights,40.67326,-73.95503,Private room,100,2,18,2019-06-21,2.07,1,61,"{""Washer"", ""Wifi""}",103.0,1.0
36456548,Gorgeous Brooklyn Penthouse Apartment w/City Views,13108199,Jeffrey,Brooklyn,Greenpoint,40.72781,-73.94947,Private room,150,4,0,,,1,267,"{""Kitchen"", ""Refrigerator"", ""Washer"", ""Air conditioning"", ""Hot water""}",247.0,1.0
33188757,GORGEOUS 1-bdrm with PRIVATE YARD & washer/dryer,249881559,Christopher,Brooklyn,Williamsburg,40.71594,-73.9402,Entire home/apt,135,2,9,2019-06-27,3.86,1,162,"{""Kitchen"", ""Wifi""}",1727.0,4.0
35903262,Luxury 2 bed 2 bath with outdoor space (5D),202757964,Mayan,Brooklyn,Williamsburg,40.71749,-73.96362,Entire home/apt,220,30,0,,,6,211,"{""Heating"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Washer""}",586.0,1.0
33880355,Modern yet Cozy! Awesome Roommates and Near Metro!,114389578,Beck & Brad,Brooklyn,Bedford-Stuyvesant,40.6794,-73.94996,Private room,34,30,0,,,1,40,"{""Air conditioning""}",236.0,1.0
29381358,Spacious 1 Bed (FURNISHED!) Hudson Yards Sublet,221343982,Christina,Manhattan,Chelsea,40.75358,-73.99707,Private room,165,45,0,,,1,83,"{""Washer"", ""Microwave"", ""Hot water"", ""Heating""}",279.0,1.0
13623452,Spacious 1BR apt by Prospect Park!,69591507,Mont,Brooklyn,East Flatbush,40.65275,-73.95119,Entire home/apt,85,1,0,,,1,0,"{""Wifi""}",1312.0,3.0
30477526,Cozy Getaway in Harlem,2327106,Jenae,Manhattan,Harlem,40.80242,-73.95372,Entire home/apt,275,2,6,2019-05-18,0.95,1,252,"{""Heating"", ""Wifi"", ""Hot water""}",1364.0,3.0
491977,Stylish Large 1bd APT in Chinatown/Tribeca NYC,2431528,Christine,Manhattan,Chinatown,40.71456,-73.99978,Entire home/apt,165,5,22,2019-05-11,0.26,1,316,"{""Microwave"", ""Refrigerator"", ""Heating"", ""Kitchen"", ""Hot water""}",,2.0
4476945,Modern Brownstone in Harlem,23228839,Tiffany,Manhattan,Harlem,40.81056,-73.94627,Entire home/apt,149,3,28,2019-05-19,0.5,1,329,"{""Microwave"", ""Washer"", ""Wifi""}",1075.0,2.0
26063353,"Designer DUMBO Loft, 2BR",8161684,Corey,Brooklyn,Vinegar Hill,40.70139,-73.98351,Entire home/apt,250,4,5,2018-12-29,0.49,1,0,"{""Air conditioning"", ""Washer"", ""Hot water"", ""Heating""}",343.0,0.0
21700414,"Sunny Slice of uptown NYC, Private Room, Comfy!",1264407,Dawn,Manhattan,East Harlem,40.79503,-73.93953,Private room,63,3,2,2017-11-30,0.1,1,0,"{""Washer""}",248.0,1.0
6924400,West Village Apartment With Character,32767789,Josh,Manhattan,Greenwich Village,40.73256,-74.00008,Private room,60,14,0,,,1,0,"{""Microwave""}",280.0,1.0
219482,A Cozy Brooklyn Hideaway,759583,Pepe,Brooklyn,Clinton Hill,40.68275,-73.96148,Entire home/apt,172,4,8,2017-10-14,0.09,2,189,"{""Refrigerator"", ""Hot water"", ""Washer"", ""Microwave"", ""Kitchen""}",2364.0,
3311830,Beautiful Clean & Quiet Room! Rm#1,11674837,Christopher,Queens,Ridgewood,40.70476,-73.90874,Private room,59,1,142,2019-06-16,2.34,3,359,"{""Air conditioning""}",,1.0
4756856,,1832442,Carolina,Brooklyn,Bushwick,40.70046,-73.92825,Private room,70,1,0,,,1,0,"{""Hot water""}",85.0,1.0
29930787,Clean Well-Lit NY Room. WiFi & Utilities Included,137358866,Kazuya,Queens,Woodside,40.74484,-73.90959,Private room,40,30,0,,,103,93,"{""Wifi""}",,1.0
13881787,Williamsburg large and sunny private room,1002452,Florencia,Brooklyn,Williamsburg,40.71124,-73.94861,Private room,57,7,14,2019-05-04,0.39,2,0,"{""Refrigerator""}",177.0,1.0
12083016,Entire huge 2BR Apt in East Village - Aug. 14-27!!,7226962,John,Manhattan,East Village,40.72716,-73.98264,Entire home/apt,200,4,3,2016-08-26,0.08,1,0,"{""Air conditioning"", ""Washer"", ""Microwave"", ""Heating"", ""Refrigerator""}",477.0,0.0
7646832,Historic Clinton Hill Townhouse,6182854,Douglas,Brooklyn,Clinton Hill,40.68458,-73.96332,Entire home/apt,380,3,5,2016-11-27,0.11,1,0,"{""Microwave"", ""Air conditioning"", ""Heating"", ""Hot water"", ""Refrigerator"", ""Kitchen"", ""Washer"", ""Wifi""}",1293.0,2.0
24945323,Cozy 1 Bedroom on Upper West Side,164724867,Kevin,Manhattan,Upper West Side,40.78922,-73.97398,Entire home/apt,175,2,8,2019-06-02,0.59,1,1,"{""Air conditioning"", ""Microwave"", ""Wifi""}",602.0,
28314576,"1 Br in Brooklyn, near Williamsburg/Manhattan",3604985,Rebeca,Brooklyn,Greenpoint,40.73482,-73.95399,Private room,70,1,4,2018-12-31,0.45,1,97,"{""Heating""}",138.0,1.0
30638353,Beautiful Studio on Gramercy (Min 30 Days),178224519,Lisa,Manhattan,Kips Bay,40.73945,-73.97934,Entire home/apt,118,30,0,,,8,326,"{""Hot water"", ""Refrigerator""}",639.0,0.0
29210330,Perfect share apartment near Little Italy!,1613244,Ariel,Manhattan,Lower East Side,40.72143,-73.9931,Entire home/apt,170,30,0,,,9,336,"{""Washer"", ""Heating"", ""Refrigerator""}",890.0,1.0
30294243,Sunny Room next to L train,1296938,Kristina,Brooklyn,Williamsburg,40.71069,-73.94106,Private room,100,5,8,2019-06-15,1.21,1,0,"{""Air conditioning"", ""Kitchen""}",288.0,1.0
20982422,'Fan'tastic,75248463,Jotham,Brooklyn,East Flatbush,40.64516,-73.94751,Private room,59,2,10,2019-06-01,0.47,4,41,"{""Refrigerator""}",105.0,1.0
17388041,"Private Entrance,Room and Bathroom!",99556266,Mariano,Manhattan,East Harlem,40.7993,-73.93305,Private room,120,2,37,2018-08-03,1.33,2,304,"{""Microwave"", ""Hot water""}",179.0,
19572489,"Comfortable, modern apartment in a fun area",44739726,Megan,Brooklyn,Williamsburg,40.71722,-73.95406,Entire home/apt,200,2,9,2017-12-31,0.38,1,0,"{""Washer"", ""Kitchen"", ""Microwave"", ""Wifi"", ""Hot water""}",581.0,1.0
10035023,Upper East Side 1 Bedroom,28640162,Jordan,Manhattan,Upper East Side,40.78352,-73.94973,Entire home/apt,150,3,0,,,1,0,"{""Air conditioning"", ""Refrigerator"", ""Microwave""}",2253.0,3.0
10050536,Studio Loft in Greenpoint,47554473,Henry Norman,Brooklyn,Greenpoint,40.72766,-73.94393,Entire home/apt,179,3,36,2019-06-14,0.84,13,53,"{""Refrigerator"", ""Air conditioning"", ""Washer"", ""Heating""}",681.0,1.0
17654611,Artsy Private Room in LIC. 2 min walk to Subway.,105372357,Lunara,Queens,Long Island City,40.74117,-73.94904,Private room,75,5,17,2019-06-09,0.61,1,112,"{""Wifi"", ""Microwave"", ""Air conditioning""}",285.0,1.0
